Location,Rural/Urban,School Category,School Management,School Type,Total No. of Schools,Separate Room for Headmaster,Land Available,Functional Electricity,Solar Panel,Playground,Library or Reading Corner or Book Bank,Librarian,Newspaper,Kitchen Garden,Furniture,Functional Toilet Facility,Functional Drinking Water,Water Purifier,Rain Water Harvesting,Handwash,Incinerator,Ramps,Hand-Rails,Complete Medical Checkup,Internet,Computer Available
Jharkhand,Urban,HSS (I-XII),Kendriya Vidyalaya / Central School,Co-Ed,14,13,9,14,1,14,14,11,14,3,14,14,14,13,9,14,8,12,9,4,13,14
Jharkhand,Rural,PS (I-V),Kendriya Vidyalaya / Central School,Co-Ed,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1
Jharkhand,Rural,SS (I-X),Kendriya Vidyalaya / Central School,Co-Ed,2,2,1,2,1,2,2,1,2,0,2,2,2,2,0,2,1,1,0,0,2,2
Jharkhand,Urban,SS (I-X),Kendriya Vidyalaya / Central School,Co-Ed,4,4,2,4,1,4,4,3,4,1,4,4,4,3,0,4,1,3,1,0,4,4
Jharkhand,Rural,UPS (I-VIII),Kendriya Vidyalaya / Central School,Co-Ed,3,3,2,3,0,3,3,2,3,0,3,3,3,3,1,3,0,1,1,1,3,3
Jharkhand,Urban,UPS (I-VIII),Kendriya Vidyalaya / Central School,Co-Ed,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1
Jharkhand,Rural,PS (I-V),Madarsa recognized (by Wakf board/Madarsa Board),Co-Ed,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0
Jharkhand,Urban,PS (I-V),Madarsa recognized (by Wakf board/Madarsa Board),Co-Ed,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1
Jharkhand,Rural,SS (I-X),Madarsa recognized (by Wakf board/Madarsa Board),Girls,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0
Jharkhand,Rural,SS (I-X),Madarsa recognized (by Wakf board/Madarsa Board),Co-Ed,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
Jharkhand,Urban,SS (IX-X),Madarsa recognized (by Wakf board/Madarsa Board),Co-Ed,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0
Jharkhand,Urban,SS (VI-X),Madarsa recognized (by Wakf board/Madarsa Board),Co-Ed,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1
Jharkhand,Rural,UPS (I-VIII),Madarsa recognized (by Wakf board/Madarsa Board),Boys,2,2,1,2,0,2,2,0,2,0,1,2,2,2,0,2,0,1,0,0,1,1
Jharkhand,Rural,UPS (I-VIII),Madarsa recognized (by Wakf board/Madarsa Board),Co-Ed,8,7,7,6,2,6,8,2,7,3,7,8,8,1,2,8,3,2,0,0,5,3
Jharkhand,Urban,UPS (I-VIII),Madarsa recognized (by Wakf board/Madarsa Board),Co-Ed,5,5,3,5,1,2,5,0,3,2,4,5,5,1,1,5,2,2,2,2,3,2
Jharkhand,Urban,HSS (I-XII),Madarsa unrecognized,Boys,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1
Jharkhand,Rural,PS (I-V),Madarsa unrecognized,Boys,6,3,5,6,1,4,3,1,2,1,4,6,6,1,0,6,0,0,0,0,2,0
Jharkhand,Rural,PS (I-V),Madarsa unrecognized,Co-Ed,16,12,14,14,1,12,8,1,6,3,12,15,13,1,2,13,0,3,1,2,3,4
Jharkhand,Urban,PS (I-V),Madarsa unrecognized,Boys,10,8,3,10,2,4,10,2,5,3,9,10,10,2,4,10,0,0,0,0,1,3
Jharkhand,Urban,PS (I-V),Madarsa unrecognized,Co-Ed,4,3,2,3,1,1,4,1,2,1,2,4,4,1,0,3,0,0,0,0,0,0
Jharkhand,Rural,SS (I-X),Madarsa unrecognized,Girls,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1
Jharkhand,Rural,SS (I-X),Madarsa unrecognized,Co-Ed,4,3,3,3,0,3,3,1,1,0,4,4,3,0,1,4,0,1,0,0,1,3
Jharkhand,Rural,SS (IX-X),Madarsa unrecognized,Co-Ed,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1
Jharkhand,Rural,UPS (I-VIII),Madarsa unrecognized,Boys,6,6,4,6,0,3,6,1,3,3,6,6,6,0,0,6,1,1,0,1,3,3
Jharkhand,Rural,UPS (I-VIII),Madarsa unrecognized,Girls,2,1,2,2,0,2,1,1,2,0,0,2,2,0,0,2,0,0,0,0,2,1
Jharkhand,Rural,UPS (I-VIII),Madarsa unrecognized,Co-Ed,63,47,52,53,13,43,44,12,30,15,32,62,59,10,13,53,24,22,10,4,23,25
Jharkhand,Urban,UPS (I-VIII),Madarsa unrecognized,Boys,2,2,1,2,0,1,1,1,2,0,1,2,2,0,0,2,0,0,0,0,0,1
Jharkhand,Urban,UPS (I-VIII),Madarsa unrecognized,Girls,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0
Jharkhand,Urban,UPS (I-VIII),Madarsa unrecognized,Co-Ed,7,5,5,6,3,3,7,2,5,5,6,7,7,1,1,5,3,3,0,1,3,4
Jharkhand,Urban,UPS (VI-VIII),Madarsa unrecognized,Boys,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Jharkhand,Urban,UPS (VI-VIII),Madarsa unrecognized,Girls,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1
Jharkhand,Rural,PS (I-V),Ministry of Labor,Girls,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
Jharkhand,Rural,PS (I-V),Ministry of Labor,Co-Ed,57,14,36,25,2,44,27,4,14,8,17,44,48,3,3,39,0,18,14,6,9,6
Jharkhand,Urban,PS (I-V),Ministry of Labor,Co-Ed,21,6,7,17,1,9,5,1,1,2,14,19,18,2,2,18,0,7,5,0,0,0
Jharkhand,Rural,UPS (I-VIII),Ministry of Labor,Co-Ed,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0
Jharkhand,Rural,HSS (I-XII),Other Central Govt. Schools,Co-Ed,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1
Jharkhand,Rural,HSS (IX-XII),Other Central Govt. Schools,Co-Ed,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0
Jharkhand,Rural,SS (I-X),Other Central Govt. Schools,Co-Ed,2,2,2,2,0,2,2,2,2,0,2,2,2,2,1,2,1,2,2,0,2,2
Jharkhand,Rural,UPS (I-VIII),Other Central Govt. Schools,Co-Ed,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0
Jharkhand,Rural,HSS (XI-XII),Other Govt. managed schools,Girls,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0
Jharkhand,Rural,HSS (XI-XII),Other Govt. managed schools,Co-Ed,32,30,28,32,7,30,29,20,27,5,29,32,31,16,9,28,16,14,7,3,23,30
Jharkhand,Urban,HSS (XI-XII),Other Govt. managed schools,Boys,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1
Jharkhand,Urban,HSS (XI-XII),Other Govt. managed schools,Girls,9,9,5,9,2,8,9,6,7,1,7,9,9,6,4,9,3,6,2,2,7,9
Jharkhand,Urban,HSS (XI-XII),Other Govt. managed schools,Co-Ed,24,23,19,23,5,22,23,15,22,8,23,24,23,18,13,23,12,13,6,1,23,23
Jharkhand,Rural,HSS (I-XII),Private Unaided (Recognized),Boys,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1
Jharkhand,Rural,HSS (I-XII),Private Unaided (Recognized),Co-Ed,137,135,126,136,33,136,137,118,137,60,128,137,136,122,82,136,72,63,39,25,128,137
Jharkhand,Urban,HSS (I-XII),Private Unaided (Recognized),Girls,4,4,1,4,1,4,4,4,4,1,4,4,4,4,4,4,3,1,1,0,4,4
Jharkhand,Urban,HSS (I-XII),Private Unaided (Recognized),Co-Ed,181,181,142,181,32,179,181,166,178,77,171,181,179,165,117,181,110,85,68,22,177,180
Jharkhand,Rural,HSS (IX-XII),Private Unaided (Recognized),Co-Ed,2,2,2,2,0,2,2,1,2,1,2,2,2,2,1,2,2,1,1,0,2,2
Jharkhand,Rural,HSS (VI-XII),Private Unaided (Recognized),Co-Ed,4,4,4,4,1,4,4,0,3,1,4,4,4,0,2,4,3,3,2,3,2,4
Jharkhand,Urban,HSS (VI-XII),Private Unaided (Recognized),Boys,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
Jharkhand,Urban,HSS (VI-XII),Private Unaided (Recognized),Co-Ed,3,3,2,2,0,3,3,2,3,2,3,3,3,1,2,3,2,2,1,3,2,3
Jharkhand,Rural,HSS (XI-XII),Private Unaided (Recognized),Girls,9,9,8,9,0,8,9,6,7,2,7,9,9,5,3,8,3,4,1,3,3,6
Jharkhand,Rural,HSS (XI-XII),Private Unaided (Recognized),Co-Ed,137,133,125,132,25,133,132,99,129,22,131,137,134,60,61,134,63,50,28,24,95,125
Jharkhand,Urban,HSS (XI-XII),Private Unaided (Recognized),Girls,19,18,12,19,5,19,19,15,19,8,16,19,19,10,10,19,9,5,3,5,16,19
Jharkhand,Urban,HSS (XI-XII),Private Unaided (Recognized),Co-Ed,63,60,53,62,7,60,60,43,56,14,59,63,60,41,32,59,31,27,19,9,41,58
Jharkhand,Rural,PS (I-V),Private Unaided (Recognized),Co-Ed,13,10,10,12,5,13,7,1,6,3,10,13,12,5,4,10,0,3,3,1,6,9
Jharkhand,Urban,PS (I-V),Private Unaided (Recognized),Co-Ed,2,2,2,2,1,2,2,0,2,0,2,2,2,0,0,2,0,0,0,1,2,2
Jharkhand,Rural,SS (I-X),Private Unaided (Recognized),Boys,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
Jharkhand,Rural,SS (I-X),Private Unaided (Recognized),Girls,3,3,2,3,2,3,3,3,3,0,3,3,3,3,2,3,0,0,0,0,3,3
Jharkhand,Rural,SS (I-X),Private Unaided (Recognized),Co-Ed,219,210,196,218,51,209,215,114,200,67,208,219,218,123,106,210,105,78,46,36,173,204
Jharkhand,Urban,SS (I-X),Private Unaided (Recognized),Girls,4,4,1,4,1,4,4,3,4,2,4,4,4,3,3,4,3,1,1,0,4,4
Jharkhand,Urban,SS (I-X),Private Unaided (Recognized),Co-Ed,157,153,116,156,20,152,156,100,153,54,150,157,156,107,98,156,83,65,36,25,141,155
Jharkhand,Rural,SS (IX-X),Private Unaided (Recognized),Girls,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0
Jharkhand,Rural,SS (IX-X),Private Unaided (Recognized),Co-Ed,79,75,71,67,8,74,76,13,65,11,77,79,78,13,15,67,21,21,9,21,36,63
Jharkhand,Urban,SS (IX-X),Private Unaided (Recognized),Boys,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1
Jharkhand,Urban,SS (IX-X),Private Unaided (Recognized),Girls,3,2,3,3,0,3,3,1,3,0,3,3,3,1,2,3,2,2,0,1,3,3
Jharkhand,Urban,SS (IX-X),Private Unaided (Recognized),Co-Ed,10,10,7,9,0,9,9,3,9,1,10,10,10,6,5,10,4,4,1,1,8,9
Jharkhand,Rural,SS (VI-X),Private Unaided (Recognized),Boys,3,3,2,3,1,3,3,0,2,1,2,3,3,0,2,1,0,0,0,2,3,3
Jharkhand,Rural,SS (VI-X),Private Unaided (Recognized),Girls,32,32,31,28,5,30,31,7,28,8,32,30,31,8,10,28,16,13,6,8,21,24
Jharkhand,Rural,SS (VI-X),Private Unaided (Recognized),Co-Ed,224,213,214,198,39,221,222,41,197,33,211,221,221,50,68,200,81,69,27,70,126,192
Jharkhand,Urban,SS (VI-X),Private Unaided (Recognized),Boys,2,2,2,2,1,2,2,0,2,0,1,2,2,1,2,2,0,0,0,0,0,2
Jharkhand,Urban,SS (VI-X),Private Unaided (Recognized),Girls,20,19,16,20,1,17,19,4,17,4,20,20,20,9,11,20,9,7,2,3,9,16
Jharkhand,Urban,SS (VI-X),Private Unaided (Recognized),Co-Ed,29,29,22,29,4,28,29,10,27,2,28,29,29,16,12,29,15,11,1,6,18,26
Jharkhand,Rural,UPS (I-VIII),Private Unaided (Recognized),Boys,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0
Jharkhand,Rural,UPS (I-VIII),Private Unaided (Recognized),Co-Ed,134,120,109,127,24,116,113,31,107,39,124,133,133,47,47,122,52,43,24,14,81,101
Jharkhand,Urban,UPS (I-VIII),Private Unaided (Recognized),Girls,2,2,1,2,0,2,1,1,2,1,2,2,2,1,1,2,1,0,0,0,2,2
Jharkhand,Urban,UPS (I-VIII),Private Unaided (Recognized),Co-Ed,54,50,42,54,11,45,52,23,49,15,47,54,53,38,29,51,29,19,15,5,42,49
Jharkhand,Rural,UPS (VI-VIII),Private Unaided (Recognized),Co-Ed,3,3,3,1,0,3,3,0,3,0,3,3,3,0,0,3,0,0,0,0,0,2
Jharkhand,Urban,UPS (VI-VIII),Private Unaided (Recognized),Boys,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
Jharkhand,Rural,HSS (I-XII),Railway School,Co-Ed,2,2,1,2,0,2,2,0,2,0,2,2,2,2,0,2,1,1,0,0,2,2
Jharkhand,Urban,HSS (I-XII),Railway School,Co-Ed,2,2,2,2,0,2,2,1,2,0,2,2,2,2,2,2,2,0,0,1,2,2
Jharkhand,Rural,SS (I-X),Railway School,Co-Ed,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1
Jharkhand,Urban,SS (I-X),Railway School,Boys,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1
Jharkhand,Rural,HSS (VI-XII),Sainik School,Co-Ed,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1
Jharkhand,Rural,HSS (VI-XII),Social welfare Department,Boys,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1
Jharkhand,Rural,UPS (I-VIII),Social welfare Department,Boys,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1
Jharkhand,Rural,UPS (I-VIII),Social welfare Department,Co-Ed,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1
Jharkhand,Urban,UPS (I-VIII),Social welfare Department,Co-Ed,2,0,2,2,0,1,2,0,2,0,2,2,2,2,1,2,0,1,1,0,0,2
Jharkhand,Rural,HSS (I-XII),Tribal Welfare Department,Boys,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1
Jharkhand,Rural,HSS (VI-XII),Tribal Welfare Department,Boys,4,4,4,4,2,3,4,3,4,2,3,4,4,1,1,4,1,1,0,2,4,4
Jharkhand,Rural,HSS (VI-XII),Tribal Welfare Department,Girls,7,7,4,7,4,6,7,6,6,6,7,7,6,3,4,7,4,3,1,5,5,7
Jharkhand,Urban,HSS (VI-XII),Tribal Welfare Department,Girls,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1
Jharkhand,Rural,PS (I-V),Tribal Welfare Department,Boys,14,12,12,12,6,12,12,1,10,6,13,14,14,2,3,13,0,1,1,4,4,7
Jharkhand,Rural,PS (I-V),Tribal Welfare Department,Girls,8,4,7,8,6,5,4,0,6,3,8,8,7,0,2,6,0,4,0,3,3,5
Jharkhand,Rural,PS (I-V),Tribal Welfare Department,Co-Ed,32,14,19,7,6,12,14,0,3,0,10,22,19,0,1,12,0,5,2,2,5,5
Jharkhand,Urban,PS (I-V),Tribal Welfare Department,Girls,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1
Jharkhand,Rural,SS (I-X),Tribal Welfare Department,Boys,25,18,17,22,15,18,23,0,22,11,25,25,25,2,4,21,2,4,1,3,12,22
Jharkhand,Rural,SS (I-X),Tribal Welfare Department,Girls,9,6,7,9,7,5,9,0,8,5,9,9,9,1,2,7,4,2,0,4,4,9
Jharkhand,Rural,SS (I-X),Tribal Welfare Department,Co-Ed,2,2,1,2,1,1,2,1,2,2,2,2,2,0,1,2,0,1,0,1,0,2
Jharkhand,Urban,SS (I-X),Tribal Welfare Department,Boys,2,2,1,2,2,1,2,0,2,2,2,2,2,0,0,2,0,1,1,0,1,2
Jharkhand,Rural,SS (VI-X),Tribal Welfare Department,Boys,7,5,6,6,4,6,7,2,4,3,6,6,7,1,0,5,1,3,1,3,5,5
Jharkhand,Rural,SS (VI-X),Tribal Welfare Department,Girls,5,4,3,5,2,5,5,2,4,3,5,5,5,1,3,5,4,1,1,3,2,4
Jharkhand,Urban,SS (VI-X),Tribal Welfare Department,Boys,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0
Jharkhand,Urban,SS (VI-X),Tribal Welfare Department,Girls,2,2,2,2,1,1,2,0,1,1,2,2,2,0,1,2,1,1,1,2,1,2
Jharkhand,Rural,UPS (I-VIII),Tribal Welfare Department,Boys,36,28,27,31,19,22,25,0,25,13,34,36,33,2,4,31,0,3,1,6,8,12
Jharkhand,Rural,UPS (I-VIII),Tribal Welfare Department,Girls,10,8,7,9,8,10,10,0,8,4,10,10,10,2,1,8,2,1,0,3,2,4
Jharkhand,Rural,UPS (I-VIII),Tribal Welfare Department,Co-Ed,2,0,1,2,2,1,1,0,2,1,2,2,2,0,1,2,1,0,0,0,0,1
Jharkhand,Urban,UPS (I-VIII),Tribal Welfare Department,Boys,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1
Jharkhand,Urban,UPS (I-VIII),Tribal Welfare Department,Girls,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1
Jharkhand,Rural,HSS (I-XII),Unrecognized,Co-Ed,9,8,6,7,1,7,6,2,5,2,7,9,9,2,1,9,1,2,0,0,6,8
Jharkhand,Urban,HSS (I-XII),Unrecognized,Co-Ed,9,7,5,9,3,7,9,3,8,2,8,9,9,4,5,9,4,7,4,1,6,8
Jharkhand,Rural,HSS (IX-XII),Unrecognized,Girls,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
Jharkhand,Rural,HSS (IX-XII),Unrecognized,Co-Ed,2,1,1,2,0,2,1,0,1,0,2,2,2,0,0,2,0,0,0,1,1,1
Jharkhand,Rural,HSS (VI-XII),Unrecognized,Co-Ed,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1
Jharkhand,Rural,HSS (XI-XII),Unrecognized,Girls,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1
Jharkhand,Rural,HSS (XI-XII),Unrecognized,Co-Ed,6,5,5,6,1,5,5,2,6,0,5,6,6,2,2,6,1,0,0,2,4,4
Jharkhand,Urban,HSS (XI-XII),Unrecognized,Co-Ed,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1
Jharkhand,Rural,PS (I-V),Unrecognized,Boys,2,2,1,2,0,2,2,0,2,1,2,2,2,1,0,2,0,0,0,1,0,2
Jharkhand,Rural,PS (I-V),Unrecognized,Girls,2,1,1,2,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0
Jharkhand,Rural,PS (I-V),Unrecognized,Co-Ed,1436,1106,971,1209,196,1097,770,126,879,207,1120,1387,1384,263,212,1287,0,248,114,121,550,774
Jharkhand,Urban,PS (I-V),Unrecognized,Co-Ed,399,353,223,394,42,312,266,38,288,64,374,396,398,169,105,387,0,65,23,25,212,276
Jharkhand,Rural,SS (I-X),Unrecognized,Boys,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1
Jharkhand,Rural,SS (I-X),Unrecognized,Girls,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1
Jharkhand,Rural,SS (I-X),Unrecognized,Co-Ed,327,291,264,287,45,284,269,83,271,61,300,324,316,89,77,293,123,94,41,60,152,247
Jharkhand,Urban,SS (I-X),Unrecognized,Co-Ed,78,73,53,77,10,68,73,24,66,19,76,78,75,37,38,77,35,15,3,16,47,75
Jharkhand,Rural,SS (IX-X),Unrecognized,Co-Ed,19,15,15,17,3,15,13,2,14,4,17,18,18,1,2,15,5,3,1,7,7,11
Jharkhand,Rural,SS (VI-X),Unrecognized,Boys,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1
Jharkhand,Rural,SS (VI-X),Unrecognized,Girls,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1
Jharkhand,Rural,SS (VI-X),Unrecognized,Co-Ed,39,33,32,35,5,35,34,6,33,8,34,38,37,9,11,35,10,7,3,12,13,26
Jharkhand,Urban,SS (VI-X),Unrecognized,Girls,2,2,1,2,0,2,2,0,2,0,2,2,2,0,1,2,1,1,0,1,0,0
Jharkhand,Urban,SS (VI-X),Unrecognized,Co-Ed,10,10,8,9,1,8,10,4,9,3,10,10,10,3,4,10,5,2,2,2,7,7
Jharkhand,Rural,UPS (I-VIII),Unrecognized,Boys,7,6,6,6,1,5,5,1,5,4,4,7,6,2,1,4,2,2,1,0,1,4
Jharkhand,Rural,UPS (I-VIII),Unrecognized,Girls,12,9,9,12,4,8,10,2,9,5,9,12,11,3,4,11,5,1,0,1,5,8
Jharkhand,Rural,UPS (I-VIII),Unrecognized,Co-Ed,2721,2382,2092,2498,426,2287,1989,473,2101,549,2399,2672,2658,772,644,2536,925,653,313,318,1393,2063
Jharkhand,Urban,UPS (I-VIII),Unrecognized,Boys,3,3,2,3,2,2,3,1,3,2,3,3,3,2,1,3,1,2,1,2,2,2
Jharkhand,Urban,UPS (I-VIII),Unrecognized,Girls,5,5,3,5,0,4,4,1,4,0,5,5,5,3,0,5,1,2,1,0,3,3
Jharkhand,Urban,UPS (I-VIII),Unrecognized,Co-Ed,1010,957,646,987,116,871,849,215,856,226,944,1008,1002,484,370,991,387,260,101,95,652,881
Jharkhand,Rural,UPS (VI-VIII),Unrecognized,Boys,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0
Jharkhand,Rural,UPS (VI-VIII),Unrecognized,Girls,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0
Jharkhand,Rural,UPS (VI-VIII),Unrecognized,Co-Ed,21,19,15,18,3,18,16,4,15,4,20,21,21,5,7,20,7,9,4,8,11,9
Jharkhand,Urban,UPS (VI-VIII),Unrecognized,Co-Ed,5,4,4,5,1,4,5,2,4,0,5,5,5,2,2,5,1,2,1,2,3,2
Karnataka,Rural,HSS (I-XII),Central Tibetan School,Co-Ed,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
Karnataka,Rural,HSS (VI-XII),Central Tibetan School,Co-Ed,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
Karnataka,Rural,SS (I-X),Central Tibetan School,Co-Ed,3,3,2,3,0,2,3,1,2,0,3,3,3,2,1,3,0,2,2,2,3,3
Karnataka,Rural,HSS (I-XII),Department of Education,Co-Ed,4,1,3,4,0,4,4,0,3,1,3,4,4,0,1,4,2,3,3,2,1,4
Karnataka,Urban,HSS (I-XII),Department of Education,Co-Ed,2,1,0,2,0,2,2,0,2,0,1,2,2,0,0,1,0,2,2,1,0,1
Karnataka,Rural,HSS (IX-XII),Department of Education,Girls,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1
Karnataka,Rural,HSS (IX-XII),Department of Education,Co-Ed,492,374,420,492,86,477,491,20,448,224,473,491,486,303,145,462,261,441,360,395,165,489
Karnataka,Urban,HSS (IX-XII),Department of Education,Boys,11,9,9,11,1,11,11,1,10,3,10,11,11,6,2,9,1,10,9,9,5,11
Karnataka,Urban,HSS (IX-XII),Department of Education,Girls,47,40,29,47,12,40,46,5,42,15,47,47,47,32,15,43,20,45,37,41,29,47
Karnataka,Urban,HSS (IX-XII),Department of Education,Co-Ed,149,119,121,149,30,133,146,19,133,55,143,149,149,93,48,139,66,126,107,109,91,149
Karnataka,Rural,HSS (VI-XII),Department of Education,Girls,3,0,1,2,0,2,1,1,2,0,1,3,2,1,1,3,0,2,1,1,0,0
Karnataka,Rural,HSS (VI-XII),Department of Education,Co-Ed,3,2,3,3,0,3,3,0,3,2,3,3,3,1,0,3,3,2,2,2,0,3
Karnataka,Urban,HSS (VI-XII),Department of Education,Co-Ed,2,2,2,2,0,2,2,0,2,1,2,2,2,2,0,2,2,2,2,2,2,2
Karnataka,Rural,HSS (XI-XII),Department of Education,Boys,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1
Karnataka,Rural,HSS (XI-XII),Department of Education,Girls,7,6,3,7,0,2,6,0,7,0,5,7,7,0,0,5,1,4,3,6,2,6
Karnataka,Rural,HSS (XI-XII),Department of Education,Co-Ed,360,226,261,350,8,277,318,10,250,13,330,348,327,83,50,284,57,281,190,198,112,318
Karnataka,Urban,HSS (XI-XII),Department of Education,Boys,9,7,4,9,0,8,7,2,7,0,8,9,5,2,1,6,0,7,7,2,6,8
Karnataka,Urban,HSS (XI-XII),Department of Education,Girls,40,29,20,40,3,30,36,2,32,3,34,40,37,13,2,37,4,31,21,20,24,35
Karnataka,Urban,HSS (XI-XII),Department of Education,Co-Ed,177,129,113,175,16,141,164,32,145,7,160,172,160,65,23,143,26,138,98,79,103,164
Karnataka,Rural,PS (I-V),Department of Education,Boys,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0
Karnataka,Rural,PS (I-V),Department of Education,Girls,32,3,16,31,2,23,31,1,21,2,19,31,31,4,5,27,0,28,26,20,1,9
Karnataka,Rural,PS (I-V),Department of Education,Co-Ed,19142,1881,9430,18659,1562,13601,18602,873,10598,6478,12264,18721,18649,7912,4626,16393,0,14913,12617,12478,921,2030
Karnataka,Urban,PS (I-V),Department of Education,Boys,5,0,1,5,0,3,5,0,2,1,2,5,5,3,0,4,0,5,5,3,2,1
Karnataka,Urban,PS (I-V),Department of Education,Girls,7,0,5,7,0,6,6,1,4,0,5,6,7,5,1,7,0,7,7,6,2,1
Karnataka,Urban,PS (I-V),Department of Education,Co-Ed,1716,288,638,1665,126,1157,1653,70,858,340,1030,1663,1668,706,355,1424,0,1238,1021,1069,121,234
Karnataka,Rural,SS (I-X),Department of Education,Co-Ed,447,269,350,441,71,377,438,18,340,124,388,441,443,188,127,386,211,421,380,338,65,407
Karnataka,Urban,SS (I-X),Department of Education,Co-Ed,65,48,42,65,6,61,64,3,53,13,61,65,65,29,20,64,31,60,53,50,15,59
Karnataka,Rural,SS (IX-X),Department of Education,Boys,9,5,8,9,2,8,9,1,7,1,9,9,9,3,3,9,2,7,6,8,3,9
Karnataka,Rural,SS (IX-X),Department of Education,Girls,36,27,23,36,5,33,36,0,29,9,32,36,36,20,9,34,22,30,26,29,11,36
Karnataka,Rural,SS (IX-X),Department of Education,Co-Ed,2879,2011,2460,2866,501,2717,2845,112,2523,1034,2723,2840,2829,1363,864,2624,1349,2438,1965,2219,535,2854
Karnataka,Urban,SS (IX-X),Department of Education,Boys,18,13,14,18,4,17,15,2,13,2,15,18,16,7,4,16,3,11,8,12,9,18
